Device,IPv4,IPv6,SysUpTime,Added,Location,Identifier,Description
APac2a,10.51.208.136,,,2024-06-03 23:08,,,
APac4a,172.18.90.51,,,2023-07-12 23:26,,,
APA488,172.18.90.14,,,2023-06-23 23:26,,,
APA488.7349.9A8A,10.61.205.87,,,2020-07-17 01:55,default location,,
APa488.7349.9c5c,10.61.205.252,,,2024-04-04 23:08,default location,,
APbld1Guard,10.58.50.16,,,2020-05-27 17:17,,MERAKI-CLOUD-CONTROLLER-MIB.mr66,Meraki MR66 Cloud Managed AP
APBld2,10.58.50.6,,,2020-05-27 17:17,,MERAKI-CLOUD-CONTROLLER-MIB.mr32,Meraki MR32 Cloud Managed AP
APBld7tpo,10.58.50.14,,,2020-05-27 17:17,,MERAKI-CLOUD-CONTROLLER-MIB.mr33,Meraki MR33 Cloud Managed AP
APbld9out,10.58.50.17,,,2020-05-27 17:17,,MERAKI-CLOUD-CONTROLLER-MIB.mr66,Meraki MR66 Cloud Managed AP
APBld12a,10.58.50.8,,,2020-05-27 17:17,,MERAKI-CLOUD-CONTROLLER-MIB.mr33,Meraki MR33 Cloud Managed AP
APBld14A,10.58.50.11,,,2020-05-27 17:17,,MERAKI-CLOUD-CONTROLLER-MIB.mr33,Meraki MR33 Cloud Managed AP
APBld14C,10.58.50.31,,,2020-05-27 17:17,,MERAKI-CLOUD-CONTROLLER-MIB.mr33,Meraki MR33 Cloud Managed AP
APBld15,10.58.50.26,,,2020-05-27 17:17,,MERAKI-CLOUD-CONTROLLER-MIB.mr33,Meraki MR33 Cloud Managed AP
APBld17,10.58.50.13,,,2020-05-27 17:17,,MERAKI-CLOUD-CONTROLLER-MIB.mr33,Meraki MR33 Cloud Managed AP
APBld24,10.58.50.10,,,2020-05-27 17:17,,MERAKI-CLOUD-CONTROLLER-MIB.mr33,Meraki MR33 Cloud Managed AP
APbld40,10.58.50.25,,,2020-05-27 17:17,,MERAKI-CLOUD-CONTROLLER-MIB.mr33,Meraki MR33 Cloud Managed AP
APbld42,10.58.50.19,,,2020-05-27 17:17,,MERAKI-CLOUD-CONTROLLER-MIB.mr33,Meraki MR33 Cloud Managed AP
APbld42bw,10.58.50.7,,,2020-05-27 17:17,,MERAKI-CLOUD-CONTROLLER-MIB.mr33,Meraki MR33 Cloud Managed AP
APbld43,10.58.50.24,,,2020-05-27 17:17,,MERAKI-CLOUD-CONTROLLER-MIB.mr33,Meraki MR33 Cloud Managed AP
APBld53,10.58.50.5,,,2020-05-27 17:17,,MERAKI-CLOUD-CONTROLLER-MIB.mr33,Meraki MR33 Cloud Managed AP
APBld53a,10.58.50.2,,,2020-05-27 17:17,,MERAKI-CLOUD-CONTROLLER-MIB.mr33,Meraki MR33 Cloud Managed AP
APBld53c,10.58.50.34,,,2020-05-27 17:17,,MERAKI-CLOUD-CONTROLLER-MIB.mr33,Meraki MR33 Cloud Managed AP
APBld57maint,10.58.50.35,,,2020-05-27 17:17,,MERAKI-CLOUD-CONTROLLER-MIB.mr33,Meraki MR33 Cloud Managed AP
APbld57out,10.58.50.18,,,2020-05-27 17:17,,MERAKI-CLOUD-CONTROLLER-MIB.mr66,Meraki MR66 Cloud Managed AP
APBld60,10.58.50.15,,,2020-05-27 17:17,,MERAKI-CLOUD-CONTROLLER-MIB.mr33,Meraki MR33 Cloud Managed AP
APCCDB,10.201.65.150,,,2021-06-26 02:10,default location,,
APCCDB.93C8.3EAC,10.201.65.139,,,2021-07-01 02:09,default location,,
APCCDB.93C8.3FA8,10.201.65.165,,,2021-06-26 02:10,default location,,
APCCDB.93C8.3F0E,10.201.65.152,,,2021-06-26 02:10,default location,,
APCCDB.93C8.3F3C,10.201.65.125,,,2021-07-01 02:09,default location,,
APCCDB.93C8.3F4E,10.201.65.132,,,2021-07-01 02:09,default location,,
APCCDB.93C8.3F5A,10.201.65.133,,,2021-07-01 02:09,default location,,
APCCDB.93C8.3F7A,10.201.65.142,,,2021-07-01 02:09,default location,,
APCCDB.93C8.3F30,10.201.65.138,,,2021-07-01 02:09,default location,,
APCCDB.93C8.3F84,10.201.65.157,,,2021-06-26 02:10,default location,,
APCCDB.93C8.22FA,10.201.65.134,,,2021-07-01 02:09,default location,,
APCCDB.93C8.26A0,10.201.65.169,,,2021-06-26 02:10,default location,,
APCCDB.93C8.26A2,10.201.65.164,,,2021-06-26 02:10,default location,,
APCCDB.93C8.27B4,10.201.65.137,,,2021-07-01 02:09,default location,,
APCCDB.93C8.27B8,10.201.65.178,,,2021-06-26 02:10,default location,,
APCCDB.93C8.27C8,10.201.65.140,,,2021-07-01 02:09,default location,,
APCCDB.93C8.27DA,10.201.65.183,,,2021-06-26 02:10,default location,,
APCCDB.93C8.27DC,10.201.65.136,,,2021-07-01 02:09,default location,,
APCCDB.93C8.27EA,10.201.65.149,,,2021-06-26 02:10,default location,,
APCCDB.93C8.62BE,10.201.65.162,,,2021-06-26 02:10,default location,,
APCCDB.93C8.282C,10.201.65.154,,,2021-06-26 02:10,default location,,
APCCDB.93C8.1424,10.201.65.151,,,2021-06-26 02:10,default location,,
APCCDB.93C8.2692,10.201.65.155,,,2021-06-26 02:10,default location,,
APCCDB.93C8.4080,10.201.65.158,,,2021-06-26 02:10,default location,,
APCCDB.93C8.6214,10.201.65.130,,,2021-07-01 02:09,default location,,
APsfw01,10.58.50.28,,,2020-05-27 17:17,,MERAKI-CLOUD-CONTROLLER-MIB.mr33,Meraki MR33 Cloud Managed AP
APsfw02,10.58.50.29,,,2020-05-27 17:17,,MERAKI-CLOUD-CONTROLLER-MIB.mr33,Meraki MR33 Cloud Managed AP
APsfw03,10.58.50.30,,,2020-05-27 17:17,,MERAKI-CLOUD-CONTROLLER-MIB.mr33,Meraki MR33 Cloud Managed AP
APsfw04,10.58.50.32,,,2020-05-27 17:17,,MERAKI-CLOUD-CONTROLLER-MIB.mr33,Meraki MR33 Cloud Managed AP
APStoreRm,10.58.50.3,,,2020-05-27 17:17,,MERAKI-CLOUD-CONTROLLER-MIB.mr33,Meraki MR33 Cloud Managed AP
AP002c,10.4.2.115,,,2023-08-15 23:28,,,
AP2cd0,10.201.52.140,,,2024-06-04 23:08,default location,,
AP84F1,10.144.176.81,,,2024-04-18 01:20,,,
AP090,10.207.9.90,,,2024-02-15 23:06,Big Logistic Warehouse,,
AP588b,10.20.65.117,,,2023-10-23 23:08,default location,,
AP0845,10.201.38.129,,,2023-04-21 23:22,default location,,
AP0845.D1E9.E4B8,10.201.38.148,,,2023-04-21 23:22,default location,,
AP1006,10.52.188.104,,,2024-03-27 23:06,,,
AP1006.EDD8.7D5C,10.52.188.102,,,2024-03-14 23:06,,,
AP1006.EDD8.656C,10.52.188.103,,,2024-03-27 23:06,,,
AP1006.EDD8.738C,10.52.188.101,,,2024-03-14 23:06,,,
AP2436,10.201.38.153,,,2023-04-21 23:22,default location,,
AP2436.DA34.4FAC,10.201.38.158,,,2023-04-21 23:22,default location,,
AP2436.DA34.6F1C,10.201.38.156,,,2023-04-21 23:22,default location,,
AP2436.DA34.8AC0,10.201.38.152,,,2023-04-21 23:22,default location,,
AP2436.DA34.303C,10.201.38.157,,,2023-04-21 23:22,default location,,
AP2436.DA34.4570,10.201.38.131,,,2023-04-21 23:22,default location,,
AP2436.DA34.9460,10.201.38.151,,,2023-04-21 23:22,default location,,
AP7411,10.201.38.92,,,2024-05-03 23:08,default location,,
at-wn-br-r01,10.208.55.40,,138 days 10 hours,2020-10-18 22:26,,CISCO-PRODUCTS-MIB.ciscoISR4331,Cisco IOS Cupertino ISR (X86_64_LINUX_IOSD-UNIVERSALK9-M) Version 17.9.4a RELEASE (fc3)
au-bf-br-r01,10.65.0.2,,42 days 4 hours,2020-10-19 08:34,,CISCO-PRODUCTS-MIB.ciscoISR4351,Cisco IOS Cupertino ISR (X86_64_LINUX_IOSD-UNIVERSALK9-M) Version 17.9.4a RELEASE (fc3)
au-bf-br-sw01,10.65.0.3,,42 days 4 hours,2020-10-19 08:36,//NSW 2322//Newcastle//Unit 10 19 Balook Drive//0//0//0,CISCO-PRODUCTS-MIB.cat36xxstack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT3K_CAA-UNIVERSALK9-M) Version 16.12.5b RELEASE (fc3)
au-per-br-r01,10.65.134.10,,139 days 13 hours,2023-09-04 13:20,,CISCO-PRODUCTS-MIB.ciscoISR4351,Cisco IOS Cupertino ISR (X86_64_LINUX_IOSD-UNIVERSALK9-M) Version 17.9.4a RELEASE (fc3)
au-per-br-sw01,10.65.134.12,,279 days 1 hour,2023-09-04 12:59,//6000//Perth Hub//Level 26/108 St Georges Terrace//0//Comms Room//Rack #1,CISCO-PRODUCTS-MIB.cat36xxstack,Cisco IOS Everest Catalyst L3 Switch (CAT3K_CAA-UNIVERSALK9-M) Version 16.6.5 RELEASE (fc3)
au-rl-br-igafw01,10.65.12.9,,,2021-06-30 14:34,,CISCO-PRODUCTS-MIB.ciscoASA5506,Cisco Adaptive Security Appliance Version 9.16(3)19
au-rl-br-r01,10.65.12.2,,139 days 13 hours,2020-10-19 08:38,,CISCO-PRODUCTS-MIB.ciscoISR4451,Cisco IOS Cupertino ISR (X86_64_LINUX_IOSD-UNIVERSALK9-M) Version 17.9.4a RELEASE (fc3)
au-rl-br-sia01,10.149.177.162,,96 days 10 hours,2022-02-22 00:38,,FORTINET-FORTIGATE-MIB.fgModel.441,
au-rl-br-sw02,10.65.12.3,,128 days 10 hours,2020-10-19 08:40,//2143//Regents Park//Block N Unit 1 Commercial Drive 391 Park Road//0//0//0,CISCO-PRODUCTS-MIB.cat36xxstack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT3K_CAA-UNIVERSALK9-M) Version 16.12.5b RELEASE (fc3)
au-wz-br-r01,10.65.6.2,,59 days 3 hours,2020-10-19 09:29,,CISCO-PRODUCTS-MIB.ciscoISR4351,Cisco IOS Cupertino ISR (X86_64_LINUX_IOSD-UNIVERSALK9-M) Version 17.9.4a RELEASE (fc3)
au-wz-br-sia01,10.149.178.202,,7 hours 25 mins,2022-06-22 09:49,,FORTINET-FORTIGATE-MIB.fgModel.441,
au-wz-br-sw01,10.65.6.3,,59 days 3 hours,2020-10-19 09:29,//4740//MacKay//5 Gateway Drive//0//0//0,CISCO-PRODUCTS-MIB.cat36xxstack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT3K_CAA-UNIVERSALK9-M) Version 16.12.5b RELEASE (fc3)
au-x0-br-r01,10.65.10.2,,139 days 13 hours,2021-05-03 05:59,,CISCO-PRODUCTS-MIB.ciscoISR4351,Cisco IOS Cupertino ISR (X86_64_LINUX_IOSD-UNIVERSALK9-M) Version 17.9.4a RELEASE (fc3)
au-x0-br-sia01,10.149.178.218,,96 days 15 hours,2022-06-22 09:49,,FORTINET-FORTIGATE-MIB.fgModel.441,
au-x0-br-sw01,10.65.10.3,,271 days 2 hours,2021-05-03 05:56,//6090//Malaga//14 Energy St//0//0//0,CISCO-PRODUCTS-MIB.cat36xxstack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT3K_CAA-UNIVERSALK9-M) Version 16.12.5b RELEASE (fc3)
au-x1-br-r01,10.65.8.2,,23 days 8 hours,2020-10-19 09:29,,CISCO-PRODUCTS-MIB.ciscoISR4351,Cisco IOS Cupertino ISR (X86_64_LINUX_IOSD-UNIVERSALK9-M) Version 17.9.4a RELEASE (fc3)
au-x1-br-sia01,10.149.178.226,,23 days 8 hours,2022-06-22 09:49,,FORTINET-FORTIGATE-MIB.fgModel.441,
au-x1-br-sw01,10.65.8.3,,23 days 8 hours,2020-10-19 09:29,//6714//Karratha//106 Woodbrook Road//0//0//0,CISCO-PRODUCTS-MIB.cat36xxstack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT3K_CAA-UNIVERSALK9-M) Version 16.12.5b RELEASE (fc3)
au-ye-br-r01,10.66.1.60,,139 days 14 hours,2020-10-19 09:29,,CISCO-PRODUCTS-MIB.ciscoISR4431,Cisco IOS Cupertino ISR (X86_64_LINUX_IOSD-UNIVERSALK9-M) Version 17.9.4a RELEASE (fc3)
au-ye-br-r02,10.66.1.61,,139 days 15 hours,2020-10-19 09:29,,CISCO-PRODUCTS-MIB.ciscoISR4431,Cisco IOS Cupertino ISR (X86_64_LINUX_IOSD-UNIVERSALK9-M) Version 17.9.4a RELEASE (fc3)
au-ye-br-sia01,10.149.178.106,,96 days 15 hours,2022-02-11 03:44,,FORTINET-FORTIGATE-MIB.fgModel.845,
au-ye-br-sia02,10.149.178.110,,98 days 16 hours,2022-02-11 04:20,,FORTINET-FORTIGATE-MIB.fgModel.845,
au-ye-br-sw01,10.66.1.62,,168 days 5 hours,2020-10-19 09:29,//3153//Bayswater//7 Dunlop Court//0//0//0,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(4)E7 RELEASE (fc2)
au-ye-br-sw02,10.66.1.63,,168 days 5 hours,2020-10-19 09:29,//3153//Bayswater//7 Dunlop Court//0//0//0,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(4)E7 RELEASE (fc2)
A1DAP006,10.52.208.106,,,2022-07-13 01:14,default location,,
BAKDAP001,10.144.250.231,,,2022-01-06 10:54,,,
BAKDAP002,10.144.250.230,,,2022-01-06 10:54,,,
BAKSW254,10.144.250.254,,,2022-01-06 10:50,,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(4)E8 RELEASE (fc3)
BAKWLC001,10.144.250.240,,,2022-01-06 10:54,,CISCO-PRODUCTS-MIB.ciscoC9800LCK9,Cisco IOS Bengaluru C9800 (C9800_IOSXE-K9) Version 17.6.4 RELEASE (fc1)
BBAP-alcera-SPARE,10.170.161.2,,,2024-04-24 23:06,Geb.88 EG BMZ Serverrack,,
BBAP001,10.170.161.109,,,2022-09-06 23:37,Geb.105 Aussenantennen,,
BBAP002,10.170.161.108,,,2022-09-06 23:37,Geb.105,,
BBAP003,10.170.161.107,,,2022-09-06 23:37,Geb.105 neben Tor,,
BBAP004,10.170.161.106,,,2022-09-06 23:37,Geb.105,,
BBAP005,10.170.161.105,,,2022-09-06 23:37,Geb.88 in Garage 1,,
BBAP006,10.170.161.104,,,2022-09-06 23:37,Geb.88 in Garage 2,,
BBAP007,10.170.161.103,,,2022-09-06 23:37,Geb.88 in Garage 3,,
BBAP008,10.170.161.102,,,2022-09-06 23:37,Geb.88 in Zwischendecke Aussenantenne,,
BBAP009,10.170.161.101,,,2022-09-06 23:37,Geb.73 Reperatur Presse,,
BBAP010,10.170.161.100,,,2022-09-06 23:37,Geb.73 ueb. Roentgen-Container,,
BBAP011,10.170.161.99,,,2022-09-07 23:25,Geb.79a zwischen Presse10-11,,
BBAP012,10.170.161.98,,,2022-09-07 23:25,Geb.79a ueb. Eingang R05,,
BBAP013,10.170.161.97,,,2022-09-07 23:25,Geb.79a ueb. Umspulanlage,,
BBAP014,10.170.161.96,,,2022-09-06 23:37,Geb.79a ueb.Kuehllager,,
BBAP015,10.170.161.95,,,2022-09-07 23:25,Geb.79 Mittelsaeule 10,,
BBAP016,10.170.161.94,,,2022-09-07 23:25,Geb.79 Mittelsaeule 15,,
BBAP017,10.170.161.93,,,2022-09-07 23:25,Geb.79 Mittelsaeule 20,,
BBAP018,10.170.161.92,,,2022-09-07 23:25,Geb.79 Mittelsaeule 25,,
BBAP019,10.170.161.91,,,2022-09-06 23:37,Geb.79 Ostseite Gummizwischenlager,,
BBAP020,10.170.161.90,,,2022-09-06 23:37,Geb.79 Nordseite Gummizwischenlager,,
BBAP021,10.170.161.89,,,2022-09-07 23:25,Geb.79 Mittelsaeule 31,,
BBAP022,10.170.161.88,,,2022-09-07 23:25,Geb.78 Batchoff Linie2 Mischerei,,
BBAP023,10.170.161.87,,,2022-09-07 23:25,Geb.78 Batchoff Linie1 MIscherei,,
BBAP024,10.170.161.86,,,2022-09-07 23:25,Geb.78 Kneter Linie1 EG,,
BBAP025,10.170.161.85,,,2022-09-07 23:25,Geb.78 4 Komponenten Befuellung,,
BBAP026,10.170.161.84,,,2024-04-23 23:06,Geb.79 1.OG vor R.108,,
BBAP027,10.170.161.83,,,2022-09-07 23:25,Geb.79 A Anbau im Videokonferenzraum,,
BBAP028,10.170.161.82,,,2022-09-07 23:25,Geb.79 Anbau im Raum 103 Zwischendecke,,
BBAP029,10.170.161.81,,,2022-09-06 23:37,Geb.74 Warenlager Aussenantenne,,
BBAP030,10.170.161.80,,,2022-09-06 23:37,Geb.74 Warenlager,,
BBAP031,10.170.161.79,,,2022-09-06 23:37,Geb.74 Warenlager Aussenantenne,,
BBAP032,10.170.161.78,,,2022-09-06 23:37,Geb.74 Warenlager,,
BBAP037,10.170.161.74,,,2024-04-23 23:06,Geb.79 1.OG vor R.120,,
BBAP051,10.170.161.70,,,2022-09-06 23:37,Geb.78 i.Meetingraum 1.13a,,
BBAP052,10.170.161.69,,,2022-09-06 23:37,Geb.72 i.Meetingraum F.Froebel,,
BBAP053,10.170.161.68,,,2022-09-06 23:37,Geb.86 2.OG neben Drucker,,
BBAP054,10.170.161.67,,,2022-09-06 23:37,Geb.86 1.OG Meetingraum unter Tisch,,
BBAP055,10.170.161.66,,,2022-09-05 23:35,Geb.88 BMZ,,
BBAP056,10.170.161.65,,,2024-04-24 23:06,Geb.72 1.OG Flur v.R.2.1,,
BBDAP-alcera,172.18.225.162,,,2020-07-19 01:52,Spare VT8601 BMZ,,
BBDAP001,10.170.161.109,,,2020-07-19 01:52,default location,,
BBDAP002,10.170.161.108,,,2020-07-19 01:52,default location,,
BBDAP003,10.170.161.107,,,2020-07-19 01:52,default location,,
BBDAP004,10.170.161.106,,,2020-07-19 01:52,default location,,
BBDAP005,10.170.161.105,,,2020-07-19 01:52,default location,,
BBDAP006,10.170.161.104,,,2020-07-19 01:52,default location,,
BBDAP007,10.170.161.103,,,2020-07-19 01:52,default location,,
BBDAP008,10.170.161.102,,,2020-07-19 01:52,default location,,
BBDAP009,10.170.161.101,,,2021-11-04 22:54,default location,,
BBDAP011,10.170.161.99,,,2020-07-19 01:52,default location,,
BBDAP013,10.170.161.97,,,2020-07-19 01:52,default location,,
BBDAP014,10.170.161.96,,,2020-07-19 01:52,default location,,
BBDAP015,10.170.161.95,,,2020-07-19 01:52,default location,,
BBDAP016,10.170.161.94,,,2020-07-19 01:52,default location,,
BBDAP017,10.170.161.93,,,2020-07-19 01:52,default location,,
BBDAP018,10.170.161.92,,,2020-07-19 01:52,default location,,
BBDAP019,10.170.161.91,,,2020-07-19 01:52,default location,,
BBDAP020,10.170.161.90,,,2020-07-19 01:52,default location,,
BBDAP021,10.170.161.89,,,2020-07-19 01:52,default location,,
BBDAP022,10.170.161.88,,,2020-07-19 01:52,default location,,
BBDAP023,10.170.161.87,,,2020-07-19 01:52,default location,,
BBDAP024,10.170.161.86,,,2020-07-19 01:52,default location,,
BBDAP025,10.170.161.85,,,2020-07-19 01:52,default location,,
BBDAP027,10.170.161.83,,,2020-07-19 01:52,default location,,
BBDAP028,10.170.161.82,,,2020-07-19 01:52,default location,,
BBDAP030,10.170.161.80,,,2020-07-19 01:52,default location,,
BBDAP031,10.170.161.79,,,2020-07-19 01:52,default location,,
BBDAP032,10.170.161.78,,,2020-07-19 01:52,default location,,
BBFTD001,10.170.160.17,,,2022-10-04 14:23,CT_BB,CISCO-PRODUCTS-MIB.ciscoFpr1120td,Cisco Firepower Threat Defense Version 7.0.5 (Build 72) ASA Version 9.16(4)200
BBSW-alcera,10.170.161.1,,,2021-07-22 10:58,,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(4)E8 RELEASE (fc3)
BBSW010,10.170.161.10,,,2020-06-10 02:17,,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(4)E8 RELEASE (fc3)
BBSW011,10.170.161.11,,,2021-08-05 09:22,,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.7.1 RELEASE (fc5)
BBSW014,10.170.161.14,,,2021-08-05 09:22,,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.7.1 RELEASE (fc5)
BBSW016,10.170.161.16,,,2021-08-05 09:22,,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.7.1 RELEASE (fc5)
BBSW019,10.170.161.19,,,2021-08-05 09:22,,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.7.1 RELEASE (fc5)
BBSW020,10.170.161.20,,,2021-08-05 09:22,,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.7.1 RELEASE (fc5)
BBSW021,10.170.161.21,,,2021-08-05 09:22,,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.7.1 RELEASE (fc5)
BBSW022,10.170.161.22,,,2021-08-05 09:22,,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.7.1 RELEASE (fc5)
BBSW023,10.170.161.23,,,2021-07-22 10:58,,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.7.1 RELEASE (fc5)
BBSW024,10.170.161.24,,,2021-08-05 09:22,,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.7.1 RELEASE (fc5)
BBSW027,10.170.161.27,,,2021-08-05 09:22,,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.7.1 RELEASE (fc5)
BBSW029,10.170.161.29,,,2021-08-05 09:22,,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.7.1 RELEASE (fc5)
BBSW030,10.170.161.30,,,2021-03-09 17:09,,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(4)E8 RELEASE (fc3)
BBSW126,10.170.161.126,,,2020-06-10 02:17,,CISCO-PRODUCTS-MIB.cat38xxstack,Cisco IOS Everest Catalyst L3 Switch (CAT3K_CAA-UNIVERSALK9-M) Version 16.6.6 RELEASE (fc1)
BBWLC002,10.170.161.122,,431 days 16 hours,2021-07-22 11:33,Phoenix Bad Blanakenburg,CISCO-PRODUCTS-MIB.cisco3504WLC,Cisco Controller
BEDAP001,10.250.32.100,,,2020-09-03 11:31,Flur_B ro_1.OG_bei_R.250,,
BEDAP002,10.250.32.101,,,2020-09-03 11:31,B ro_1.OG_R.207,,
BEDAP003,10.250.32.102,,,2020-09-03 11:31,Flur_bei_Kantine_R.143,,
BEDAP004,10.250.32.248,,,2020-09-03 11:31,default location,,
BEDAP005,10.250.32.229,,,2020-09-03 11:31,default location,,
BEDAP006,10.250.32.105,,,2021-02-18 01:50,VT8,,
BEDAP007,10.250.32.106,,,2021-02-18 01:50,VT4,,
BEDAP008,10.250.32.107,,,2021-02-18 01:50,VT3,,
BEDAP009,10.250.32.108,,,2022-09-15 23:31,Geb.1 3.OG,,
BESW200-PLC,10.1.220.200,,,2022-09-17 01:19,CT Hoppegarten,CISCO-PRODUCTS-MIB.cat38xxstack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT3K_CAA-UNIVERSALK9-M) Version 16.12.8 RELEASE (fc1)
BESW201,10.1.220.201,,,2022-09-17 01:19,CT Hoppegarten,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E2 RELEASE (fc3)
BESW202,10.1.220.202,,,2022-09-17 01:19,CT Hoppegarten,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E2 RELEASE (fc3)
BESW203,10.1.220.203,,,2022-09-17 01:19,CT Hoppegarten,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E2 RELEASE (fc3)
BESW204,10.1.220.204,,,2022-09-17 01:19,CT Hoppegarten,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E2 RELEASE (fc3)
BESW231,10.250.32.231,,,2020-09-03 11:31,CT Hoppegarten,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(4)E8 RELEASE (fc3)
BESW232,10.250.32.232,,,2020-09-03 11:31,CT Hoppegarten,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(7)E5 RELEASE (fc3)
BESW234,10.250.32.234,,,2020-09-03 11:31,CT Hoppegarten,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(7)E5 RELEASE (fc3)
BESW235,10.250.32.235,,,2020-09-03 11:31,CT Hoppegarten,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(7)E5 RELEASE (fc3)
BESW236,10.250.32.236,,,2020-09-03 11:31,CT Hoppegarten,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(7)E5 RELEASE (fc3)
BESW239,10.250.32.239,,,2020-09-03 11:31,CT Hoppegarten,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(7)E5 RELEASE (fc3)
BESW241,10.250.32.241,,,2020-09-03 11:31,CT Hoppegarten,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(7)E5 RELEASE (fc3)
BESW242,10.250.32.242,,,2020-09-03 11:31,CT Hoppegarten,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(7)E5 RELEASE (fc3)
BESW254,10.250.32.254,,,2021-03-09 17:09,CT Hoppegarten,CISCO-PRODUCTS-MIB.ciscoCat9300FixedSwitchStack,Cisco IOS Bengaluru Catalyst L3 Switch (CAT9K_IOSXE) Version 17.6.3 RELEASE (fc4)
BEWLC001,10.250.32.244,,99 days 3 hours,2020-09-03 11:31,Conti Tech BE,CISCO-PRODUCTS-MIB.cisco3504WLC,Cisco Controller
BN-VSS,10.210.97.254,,,2020-09-03 11:31,BN-Vinnhorst,CISCO-PRODUCTS-MIB.ciscoC68xxVirtualSwitch,Cisco IOS s6t64 (s6t64-IPSERVICESK9-M) Version 15.5(1)SY2 RELEASE (fc6)
BNAP006-Tor2-EG-R000,10.210.101.244,,,2023-07-24 23:23,Tor-2,,
