Device,IPv4,IPv6,SysUpTime,Added,Location,Identifier,Description
CTOH-PLCf01-secondary,10.55.1.199,,218 days 22 hours,2024-04-26 01:17,Uitenhage ZA - Africa,CISCO-PRODUCTS-MIB.ciscoFpr1120td,Cisco Adaptive Security Appliance Version 9.16(2)3
CTOHap01,10.55.8.65,,,2020-07-17 01:56,default location,,
CTOHap02,10.55.8.66,,,2020-07-17 01:56,default location,,
CTOHap03,10.55.8.67,,,2020-07-17 01:56,default location,,
CTOHap04,10.55.8.68,,,2020-07-17 01:56,Factory Offices,,
CTOHap05,10.55.8.69,,,2020-07-17 01:56,default location,,
CTOHap06,10.55.8.74,,,2020-07-17 01:56,default location,,
CTOHf01,10.55.0.2,,84 days 1 hour,2021-06-30 14:34,Uitenhage SA - Africa,CISCO-PRODUCTS-MIB.ciscoASA5515,Cisco Adaptive Security Appliance Version 9.1(7)4
CTOHr04,10.55.8.10,,84 days 1 hour,2020-03-30 11:19,Uitenhage SA - Africa,CISCO-PRODUCTS-MIB.cisco1941,Cisco IOS C1900 (C1900-UNIVERSALK9-M) Version 15.2(4)M3 RELEASE (fc2)
CTOHr04b,10.55.8.19,,,2020-07-10 09:26,Uitenhage SA - Africa,CISCO-PRODUCTS-MIB.ciscoISR4431,Cisco IOS Everest ISR (X86_64_LINUX_IOSD-UNIVERSALK9-M) Version 16.6.4 RELEASE (fc3)
CTOHwlc01,10.55.8.60,,28 days 21 hours,2020-03-23 15:20,Uitenhage ZA - Africa,CISCO-PRODUCTS-MIB.cisco3504WLC,Cisco Controller
CTOHwlc01-NEW,10.55.1.100,,25 days 21 hours,2024-05-18 01:20,Uitenhage ZA - Africa,CISCO-PRODUCTS-MIB.ciscoC9800LFK9,Cisco IOS Bengaluru C9800 (C9800_IOSXE-K9) Version 17.6.6a RELEASE (fc3)
CTOHx01a,10.55.1.1,,387 days 21 hours,2019-07-19 06:00,Uitenhage ZA - Africa,CISCO-PRODUCTS-MIB.ciscoCat9300FixedSwitchStack,Cisco IOS Bengaluru Catalyst L3 Switch (CAT9K_IOSXE) Version 17.6.4 RELEASE (fc1)
CTOHx01b,10.55.1.254,,84 days 1 hour,2019-07-19 06:00,Uitenhage ZA - Africa,CISCO-PRODUCTS-MIB.ciscoCat9300FixedSwitchStack,Cisco IOS Bengaluru Catalyst L3 Switch (CAT9K_IOSXE) Version 17.6.4 RELEASE (fc1)
CTOHx07,10.55.8.23,,195 days 5 hours,2019-08-09 15:58,Uitenhage SA - Africa,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.0(2a)EX5 RELEASE (fc3)
CTOHx08,10.55.8.6,,2 days 19 hours,2019-08-09 15:58,Uitenhage SA - Africa,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(2)E7 RELEASE (fc3)
CTOHx09,10.55.8.8,,9 days 22 hours,2019-12-03 12:50,Uitenhage ZA - Africa,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(2)E6 RELEASE (fc1)
CTOHx10,10.55.8.14,,,2019-12-03 12:50,Uitenhage ZA - Africa,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(2)E6 RELEASE (fc1)
CTOHx11,10.55.8.9,,2 days 19 hours,2019-12-03 12:50,Uitenhage ZA - Africa,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(2)E6 RELEASE (fc1)
CTOJap01,10.65.222.21,,,2020-07-17 01:56,default location,,
CTOJap02,10.65.222.22,,,2020-07-17 01:56,default location,,
CTOJap03,10.65.222.23,,,2021-05-22 02:10,default location,,
CTOJwlc01,10.65.222.20,,18 days 19 hours,2020-03-18 15:22,Bessemer AL - US,CISCO-PRODUCTS-MIB.cisco3504WLC,Cisco Controller
CTOJx01,10.56.18.2,,18 days 19 hours,2019-07-19 06:00,Bessemer AL - US,CISCO-PRODUCTS-MIB.cat385024P,Cisco IOS Catalyst L3 Switch (CAT3K_CAA-UNIVERSALK9-M) Version 15.0(1)EX2 RELEASE (fc2)
CTOLAf01-VPN,10.65.132.30,,42 days 6 hours,2021-06-30 14:34,OLATHE KS,CISCO-PRODUCTS-MIB.ciscoFpr1010td,Cisco Adaptive Security Appliance Version 9.18(4)22
CTOLAx01,10.65.132.1,,124 days 9 hours,2024-03-08 16:35,OLATHE KS,CISCO-SMI.ciscoProducts.3079,Cisco IOS Cupertino Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.9.1 RELEASE (fc8)
CTOQap01,10.63.2.101,,,2023-04-24 23:14,,,
CTOQap02,10.63.2.102,,,2023-04-24 23:14,,,
CTOQap03,10.63.2.103,,,2023-05-24 23:15,,,
CTOQap04,10.63.2.104,,,2023-04-24 23:14,,,
CTOQap05,10.63.2.105,,,2023-05-24 23:15,,,
CTOQap06,10.63.2.106,,,2023-04-24 23:14,,,
CTOQap08,10.63.2.108,,,2023-04-24 23:14,,,
CTOQap09,10.63.2.109,,,2023-04-24 23:14,,,
CTOQap10,10.63.2.110,,,2023-04-24 23:14,,,
CTOQap11,10.63.2.111,,,2022-01-10 23:08,,,
CTOQap12,10.63.2.112,,,2023-04-24 23:14,,,
CTOQap13,10.63.2.113,,,2023-05-11 23:08,,,
CTOQap14,10.63.2.114,,,2023-05-11 23:08,,,
CTOQap15,10.63.2.115,,,2022-01-10 23:08,,,
CTOQap16,10.63.2.116,,,2022-01-10 23:08,,,
CTOQap17,10.63.2.117,,,2023-04-24 23:14,,,
CTOQap18,10.63.2.118,,,2022-01-12 23:01,,,
CTOQap19,10.63.2.119,,,2023-04-24 23:14,,,
CTOQap21,10.63.2.121,,,2023-04-24 23:14,,,
CTOQap22,10.63.2.122,,,2023-05-09 23:12,,,
CTOQap24,10.63.2.124,,,2023-04-24 23:14,,,
CTOQap25,10.63.2.125,,,2023-05-09 23:12,,,
CTOQap26,10.63.2.126,,,2022-02-02 23:00,,,
CTOQap27,10.63.2.127,,,2023-04-24 23:14,,,
CTOQap28,10.63.2.128,,,2022-02-02 23:00,,,
CTOQap29,10.63.2.129,,,2022-02-02 23:00,,,
CTOQap30,10.63.2.130,,,2022-02-03 23:06,,,
CTOQap31,10.63.2.131,,,2022-02-04 23:03,,,
CTOQap32,10.63.2.132,,,2023-05-10 23:09,,,
CTOQap33,10.63.2.133,,,2023-05-24 23:15,,,
CTOQap34,10.63.2.134,,,2023-05-24 23:15,,,
CTOQap35,10.63.2.135,,,2023-04-24 23:14,,,
CTOQap36,10.63.2.136,,,2023-04-24 23:14,,,
CTOQcucmpub01,10.63.15.12,,,2020-03-27 13:36,Fairlawn Ohio,CISCO-PRODUCTS-MIB.ciscoUCVirtualMachine,Hardware:7835H2 1 2048 MB Memory: Software:UCOS 3.0.0.0-105
CTOQcucmsub01,10.63.15.13,,,2020-03-27 13:41,,CISCO-PRODUCTS-MIB.ciscoUCVirtualMachine,Linux release:2.6.32-431.3.1.el6.x86_64 machine:x86_64
CTOQcucmvm01,10.63.15.11,,,2020-03-27 15:22,"Fairlawn, OH - US",,
CTOQf01-VPN,10.63.2.240,,38 days 18 hours,2023-08-04 01:37,Fairlawn OH - US,CISCO-PRODUCTS-MIB.ciscoFpr1120td,Cisco Adaptive Security Appliance Version 9.18(4)22
CTOQise01,10.63.1.200,,496 days 4 hours,2022-03-10 09:53,Unknown,CISCO-PRODUCTS-MIB.ciscoSNS3595K9,Cisco Identity Services Engine
CTOQucxpub01,10.63.15.14,,,2020-03-27 13:30,,CISCO-PRODUCTS-MIB.ciscoUCVirtualMachine,Hardware:VMware 2 Intel(R) Xeon(R) CPU E5-2640 0 @ 2.50GHz 4096 MB Memory: Software:UCOS 6.0.0.0-2.i386
CTOQvg01,10.63.6.2,,39 days 23 hours,2019-08-09 17:16,Fairlawn OH - US,CISCO-PRODUCTS-MIB.ciscoISR4351,Cisco IOS Everest ISR (X86_64_LINUX_IOSD-UNIVERSALK9-M) Version 16.6.5 RELEASE (fc3)
CTOQwlc01,10.63.1.95,,226 days 6 hours,2022-01-04 13:09,Fairlawn OH - US,CISCO-PRODUCTS-MIB.ciscoC9800LFK9,Cisco IOS Amsterdam C9800 (C9800_IOSXE-K9) Version 17.3.4 RELEASE (fc3)
CTOQx01a,10.63.1.2,,39 days 12 hours,2019-07-19 06:00,Fairlawn OH - US,CISCO-PRODUCTS-MIB.ciscoCat9500FixedSwitchStack,Cisco IOS Amsterdam Catalyst L3 Switch (CAT9K_IOSXE) Version 17.3.4 RELEASE (fc3)
CTOQx01b,10.63.1.3,,39 days 23 hours,2019-07-19 06:00,Fairlawn OH - US,CISCO-PRODUCTS-MIB.ciscoCat9500FixedSwitchStack,Cisco IOS Amsterdam Catalyst L3 Switch (CAT9K_IOSXE) Version 17.3.4 RELEASE (fc3)
CTOQx03,10.63.2.3,,193 days 2 hours,2019-07-19 06:00,Fairlawn OH - US,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Bengaluru Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.6.6a RELEASE (fc3)
CTOQx04,10.63.2.4,,193 days 2 hours,2019-07-19 06:00,Fairlawn OH - US,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Bengaluru Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.6.6a RELEASE (fc3)
CTOQx05,10.63.2.5,,193 days 2 hours,2019-07-19 06:00,Fairlawn OH - US,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Bengaluru Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.6.6a RELEASE (fc3)
CTOQx06,10.63.2.6,,193 days 2 hours,2019-07-19 06:00,Fairlawn OH - US,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Bengaluru Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.6.6a RELEASE (fc3)
CTOQx07,10.63.2.7,,193 days 2 hours,2019-07-19 06:00,Fairlawn OH - US,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Bengaluru Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.6.6a RELEASE (fc3)
CTOQx08,10.63.2.8,,193 days 2 hours,2019-07-19 06:00,Fairlawn OH - US,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Bengaluru Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.6.6a RELEASE (fc3)
CTOQx11,10.63.2.11,,39 days 23 hours,2019-09-17 15:40,Fairlawn OH - US,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Amsterdam Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.3.5 RELEASE (fc2)
CTOQx12,10.63.2.12,,192 days 9 hours,2019-07-19 06:00,Fairlawn OH - US,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Amsterdam Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.3.3 RELEASE (fc7)
CTOQx13,10.63.2.13,,39 days 23 hours,2019-09-17 15:41,Fairlawn OH - US,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Amsterdam Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.3.5 RELEASE (fc2)
CTOQx15,10.63.2.15,,96 days 4 hours,2019-07-19 06:00,Fairlawn OH - US,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E9 RELEASE (fc1)
CTOQx16,10.63.2.16,,102 days 18 hours,2021-11-04 08:23,Fairlawn OH - US,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Bengaluru Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.6.6a RELEASE (fc3)
CTOXap01,10.11.240.101,,,2022-03-21 23:15,default location,,
CTOXap02,10.11.240.102,,,2020-07-17 01:56,default location,,
CTOXap05,10.11.240.105,,,2022-03-21 23:15,default location,,
CTOXap07,10.11.240.107,,,2020-07-17 01:56,Site,,
CTOXap08,10.11.240.108,,,2020-07-17 01:56,Montemorelos,,
CTOXap09,10.11.240.109,,,2020-07-17 01:56,Montemorelos - HR Wall,,
CTOXap10,10.11.240.110,,,2020-07-17 01:56,default location,,
CTOXap11,10.11.240.111,,,2020-07-17 01:56,default location,,
CTOXap12,10.11.240.112,,,2022-05-05 23:19,default location,,
CTOXap13,10.11.240.113,,,2024-06-09 01:19,default location,,
CTOXap14,10.11.240.114,,,2024-05-22 01:27,Montemorelos - Ensamble Final PL1,,
CTOXvg01,10.11.244.2,,12 days 21 hours,2021-06-15 16:14,Montemorelos MX - North America,CISCO-PRODUCTS-MIB.ciscoISR4351,Cisco IOS Everest ISR (X86_64_LINUX_IOSD-UNIVERSALK9-M) Version 16.6.4 RELEASE (fc3)
CTOXwlc01,10.11.240.100,,4 days 19 hours,2020-03-18 15:22,Montemorelos MX - North America,CISCO-PRODUCTS-MIB.cisco3504WLC,Cisco Controller
CTOXx01,10.11.240.1,,12 days 21 hours,2019-08-09 15:58,Montemorelos MX - North America,CISCO-PRODUCTS-MIB.ciscoCat9300FixedSwitchStack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT9K_IOSXE) Version 16.12.4 RELEASE (fc5)
CTOXx02,10.11.240.2,,12 days 21 hours,2019-08-09 15:58,Montemorelos MX - North America,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 16.12.3a RELEASE (fc1)
CTOXx03,10.11.240.3,,12 days 21 hours,2019-08-09 15:58,Montemorelos MX - North America,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 16.12.3a RELEASE (fc1)
CTOXx04,10.11.240.4,,12 days 20 hours,2019-08-09 15:58,Montemorelos MX - North America,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 16.12.3a RELEASE (fc1)
CTOXx05,10.11.240.5,,12 days 21 hours,2020-03-30 12:12,Montemorelos MX - North America,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 16.12.3a RELEASE (fc1)
CTOXx06,10.228.42.5,,12 days 21 hours,2019-08-09 15:58,Montemorelos MX - North America,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.0(2)EX5 RELEASE (fc1)
CTOXx08,10.228.42.14,,12 hours 47 mins,2019-08-09 15:58,Montemorelos MX - North America,CISCO-PRODUCTS-MIB.ciscoWSC2960CX8PCL,Cisco IOS C2960CX (C2960CX-UNIVERSALK9-M) Version 15.2(4)E2 RELEASE (fc2)
CTOXx09,10.228.42.15,,13 days 0 hours,2019-08-09 15:58,Montemorelos MX - North America,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(2)E5 RELEASE (fc2)
CTOXx10,10.228.42.17,,13 days 0 hours,2019-08-09 15:58,Montemorelos MX - North America,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(2)E5 RELEASE (fc2)
CTOXx11,10.228.42.19,,12 days 20 hours,2019-12-03 12:51,Montemorelos NL - Mexico,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(2)E7 RELEASE (fc3)
CTOXx12,10.11.240.12,,7 hours 40 mins,2020-03-26 12:02,Montemorelos MX - North America,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.2(2)E7 RELEASE (fc3)
CTOXx13,10.11.240.13,,8 days 19 hours,2022-03-21 09:45,Montemorelos MX - North America,CISCO-PRODUCTS-MIB.ciscoWSC2960CX8PCL,Cisco IOS C2960CX (C2960CX-UNIVERSALK9-M) Version 15.2(4)E4 RELEASE (fc2)
CTPERap01,10.65.134.20,,,2023-09-05 23:22,,,
CTPERap02,10.65.134.22,,,2023-09-05 23:22,,,
CTPERx01,10.65.134.1,,279 days 1 hour,2023-09-04 06:58,Perth Hub AU - Australia,CISCO-PRODUCTS-MIB.cat385024P,Cisco IOS IOS-XE Catalyst L3 Switch (CAT3K_CAA-UNIVERSALK9-M) Version 03.03.00SE RELEASE (fc1)
CTPO-PLCf01,10.51.111.252,,,2024-04-18 09:58,Ponta Grossa BR - South America,,
CTPO-PLCf01-primary,10.51.96.198,,138 days 14 hours,2024-04-24 23:07,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.ciscoFpr1120td,Cisco Adaptive Security Appliance Version 9.14(1)
CTPO-PLCf01-secondary,10.51.96.199,,9 days 13 hours,2024-01-11 23:10,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.ciscoFpr1120td,Cisco Adaptive Security Appliance Version 9.14(1)
CTPO_PLCx01a,10.1.128.126,,138 days 14 hours,2022-02-14 16:27,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.ciscoCat9300FixedSwitchStack,Cisco IOS Amsterdam Catalyst L3 Switch (CAT9K_IOSXE) Version 17.3.4 RELEASE (fc3)
CTPO_PLCx01b,10.1.128.125,,9 days 13 hours,2022-02-14 16:27,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.ciscoCat9300FixedSwitchStack,Cisco IOS Amsterdam Catalyst L3 Switch (CAT9K_IOSXE) Version 17.3.4 RELEASE (fc3)
CTPO_PLCx02,10.1.128.2,,9 days 13 hours,2022-02-14 16:27,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Amsterdam Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.3.3 RELEASE (fc7)
CTPO_PLCx03,10.1.128.3,,10 days 0 hours,2022-02-14 16:27,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Amsterdam Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.3.3 RELEASE (fc7)
CTPO_PLCx04,10.1.128.4,,2 days 12 hours,2022-07-25 10:20,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
CTPO_PLCx05,10.1.128.5,,9 days 13 hours,2022-08-19 10:53,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
CTPO_PLCx06,10.1.128.6,,10 days 0 hours,2022-12-07 01:35,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
CTPO_PLCx07,10.1.128.7,,9 days 13 hours,2022-07-25 10:25,Ponta Grossa BR - South America,CISCO-SMI.ciscoProducts.2869,Cisco IOS CMICR (CMICR-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
CTPO_PLCx08,10.1.128.8,,2 days 12 hours,2022-08-22 15:37,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 16.12.3a RELEASE (fc1)
CTPO_PLCx09,10.1.128.9,,9 days 13 hours,2022-08-22 15:32,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 16.12.3a RELEASE (fc1)
CTPO_PLCx10,10.1.128.10,,9 days 13 hours,2022-08-19 10:47,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 16.12.3a RELEASE (fc1)
CTPO_PLCx11,10.1.128.11,,10 days 0 hours,2023-01-07 01:28,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 16.12.3a RELEASE (fc1)
CTPO_PLCx12,10.1.128.12,,,2023-01-03 01:45,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.cat29xxStack,Cisco IOS C2960X (C2960X-UNIVERSALK9-M) Version 15.0(2)EX5 RELEASE (fc1)
CTPO_PLCx13,10.1.128.13,,9 days 13 hours,2022-12-29 01:31,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 16.12.3a RELEASE (fc1)
CTPO_PLCx14,10.1.128.14,,9 days 13 hours,2023-07-15 01:24,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.cat35xxStack,Cisco IOS C3560CX (C3560CX-UNIVERSALK9-M) Version 15.2(7)E3 RELEASE (fc3)
CTPOapTEST,10.51.96.150,,,2021-03-20 01:53,default location,,
CTPOAPx11,10.51.96.149,,,2021-01-27 17:43,default location,,
CTPOap001,10.51.96.101,,,2021-07-10 01:57,default location,,
CTPOap002,10.51.96.102,,,2021-07-10 01:57,default location,,
CTPOap003,10.51.96.103,,,2021-07-10 01:57,default location,,
CTPOap004,10.51.96.104,,,2021-07-10 01:57,default location,,
CTPOap005,10.51.96.105,,,2021-01-31 02:12,default location,,
CTPOap006,10.51.96.106,,,2020-07-17 01:56,default location,,
CTPOap007,10.51.96.107,,,2021-09-15 01:56,default location,,
CTPOap008,10.51.96.108,,,2021-09-03 02:14,default location,,
CTPOap009,10.51.96.109,,,2021-07-10 01:57,default location,,
CTPOap010,10.51.96.110,,,2021-07-10 01:57,default location,,
CTPOap011,10.51.96.111,,,2021-02-13 02:00,default location,,
CTPOap012,10.51.96.112,,,2021-07-10 01:57,default location,,
CTPOap013,10.51.96.113,,,2021-07-10 01:57,default location,,
CTPOap014,10.51.96.114,,,2021-07-10 01:57,default location,,
CTPOap015,10.51.96.115,,,2021-07-10 01:57,default location,,
CTPOap016,10.51.96.116,,,2021-07-10 01:57,default location,,
CTPOap017,10.51.96.117,,,2021-07-13 02:03,default location,,
CTPOap018,10.51.96.118,,,2023-03-30 23:35,default location,,
CTPOap019,10.51.96.119,,,2022-12-31 23:25,default location,,
CTPOap020,10.51.96.120,,,2021-07-10 01:57,default location,,
CTPOap021,10.51.96.121,,,2021-07-10 01:57,default location,,
CTPOap022,10.51.96.122,,,2021-07-10 01:57,default location,,
CTPOap023,10.51.96.123,,,2021-06-10 02:35,default location,,
CTPOap024,10.51.96.124,,,2021-07-10 01:57,default location,,
CTPOap025,10.51.96.125,,,2023-11-30 23:14,default location,,
CTPOap027,10.51.96.127,,,2024-02-05 23:23,default location,,
CTPOap030,10.51.96.130,,,2021-10-13 23:02,default location,,
CTPOap031,10.51.96.131,,,2021-10-05 22:53,default location,,
CTPOap032,10.51.96.132,,,2021-10-05 22:53,default location,,
CTPOap033,10.51.96.133,,,2021-11-03 23:10,default location,,
CTPOap035,10.51.96.135,,,2021-10-02 02:10,default location,,
CTPOap036,10.51.96.136,,,2021-10-02 02:10,default location,,
CTPOap037,10.51.96.137,,,2021-10-07 23:07,default location,,
CTPOap038,10.51.96.138,,,2021-09-15 01:56,default location,,
CTPOap039,10.51.96.139,,,2021-09-15 01:56,default location,,
CTPOap040,10.51.96.140,,,2020-07-17 01:56,default location,,
CTPOap041,10.51.96.141,,,2021-09-18 01:55,default location,,
CTPOap042,10.51.96.142,,,2022-02-02 23:01,default location,,
CTPOap043,10.51.96.143,,,2023-02-07 23:12,default location,,
CTPOap044,10.51.96.144,,,2023-03-30 23:35,default location,,
CTPOap045,10.51.96.145,,,2022-12-14 23:17,default location,,
CTPOap048,10.51.96.148,,,2023-08-29 23:21,default location,,
CTPOap051,10.51.96.151,,,2024-04-22 23:11,default location,,
CTPOap052,10.51.96.152,,,2023-09-27 23:08,default location,,
CTPOap057,10.51.96.157,,,2024-05-15 23:05,default location,,
CTPOwlc001,10.51.96.100,,138 days 14 hours,2019-08-09 17:16,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.cisco3504WLC,Cisco Controller
CTPOx01a,10.51.96.254,,138 days 14 hours,2019-08-09 15:59,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.ciscoCat9500FixedSwitchStack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT9K_IOSXE) Version 16.12.4 RELEASE (fc5)
CTPOx01b,10.51.96.253,,9 days 13 hours,2019-08-09 15:59,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.ciscoCat9500FixedSwitchStack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT9K_IOSXE) Version 16.12.4 RELEASE (fc5)
CTPOx02,10.51.96.2,,138 days 14 hours,2021-02-09 13:36,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.ciscoCat9300FixedSwitchStack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT9K_IOSXE) Version 16.12.02 RELEASE (fc2)
CTPOx03,10.51.96.3,,9 days 13 hours,2021-02-09 13:38,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.ciscoCat9300FixedSwitchStack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT9K_IOSXE) Version 16.12.02 RELEASE (fc2)
CTPOx04,10.51.96.4,,9 days 13 hours,2021-04-20 15:19,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Amsterdam Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 17.3.5 RELEASE (fc2)
CTPOx05,10.51.96.5,,16 days 17 hours,2021-04-20 15:21,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 16.12.3a RELEASE (fc1)
CTPOx06,10.51.96.6,,16 days 17 hours,2021-05-16 09:59,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 16.12.3a RELEASE (fc1)
CTPOx07,10.51.96.7,,9 days 13 hours,2021-05-16 09:54,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 16.12.3a RELEASE (fc1)
CTPOx08,10.51.96.8,,9 days 13 hours,2021-04-30 09:33,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 16.12.3a RELEASE (fc1)
CTPOx09,10.51.96.9,,138 days 14 hours,2021-04-28 17:35,Ponta Grossa BR - South America,CISCO-PRODUCTS-MIB.ciscoCat9200FixedSwitchStack,Cisco IOS Gibraltar Catalyst L3 Switch (CAT9K_LITE_IOSXE) Version 16.12.3a RELEASE (fc1)
